Region,Year,Month,ACI_Combined_Monthly_Smoothed,ACI_Combined_Monthly_Unsmoothed,CDD_Monthly_Smoothed,CDD_Monthly_Unsmoothed,CDD_Monthly_Unsmoothed_Unstandardized,Rx5Day_Monthly_Smoothed,Rx5Day_Monthly_Unsmoothed,Rx5Day_Monthly_Unsmoothed_Unstandardized,Sea_Level_Monthly_Smoothed,Sea_Level_Monthly_Unsmoothed,Sea_Level_Monthly_Unsmoothed_Unstandardized,T10_Monthly_Smoothed,T10_Monthly_Unsmoothed,T10_Monthly_Unsmoothed_Unstandardized,T90_Monthly_Smoothed,T90_Monthly_Unsmoothed,T90_Monthly_Unsmoothed_Unstandardized,WP90_Monthly_Smoothed,WP90_Monthly_Unsmoothed,WP90_Monthly_Unsmoothed_Unstandardized
NWP,2000.0,1.0,0.12,-0.44,-0.67,-2.42,18.04,0.37,-0.49,41.78,0.24,-0.51,7048.78,-0.39,-0.74,3.2,0.34,-0.33,7.53,0.05,0.38,11.33
SEA,2000.0,1.0,0.44,0.62,-0.17,1.76,25.82,0.16,-0.74,44.3,1.66,0.83,6997.08,-0.26,-0.26,8.19,0.29,0.83,16.44,0.45,0.81,12.68
SPL,2000.0,1.0,0.44,0.82,-0.22,1.94,46.12,0.37,-0.39,15.82,1.78,1.29,7065.0,-0.17,-1.09,2.49,0.34,1.29,15.62,0.21,-0.28,9.01
SWP,2000.0,1.0,0.35,0.36,-0.15,0.19,70.84,0.42,-0.1,28.21,0.94,-0.95,7001.0,-0.32,-1.41,1.55,0.62,2.21,21.66,-0.06,-0.56,7.38
CAN,2000.0,1.0,0.16,-0.05,-0.82,-0.22,23.8,0.43,-0.42,25.4,-0.01,-0.86,6948.69,-0.55,-1.1,3.87,0.41,-0.11,9.84,0.38,0.2,10.53
USA,2000.0,1.0,0.5,0.59,-0.24,1.35,43.35,0.51,-0.07,29.28,1.52,-0.48,6979.98,-0.47,-1.03,5.14,0.53,1.5,14.99,0.18,0.2,10.46
USC,2000.0,1.0,0.46,0.42,-0.36,1.19,38.44,0.59,-0.2,27.97,1.06,-0.67,6973.39,-0.55,-1.15,4.58,0.58,0.77,12.72,0.35,0.28,10.49
ALA,2000.0,2.0,-0.09,0.06,1.01,0.59,37.62,-0.03,-0.01,17.59,-1.94,-1.16,6966.22,-0.42,-1.05,0.57,0.31,0.42,13.82,-0.27,-0.54,7.82
CAR,2000.0,2.0,0.45,0.26,,,,-0.12,-1.75,2.97,,,,-0.61,-1.14,1.5,0.6,0.51,13.9,0.72,1.12,16.19
CEA,2000.0,2.0,0.46,0.25,-0.06,0.47,17.62,0.08,0.02,37.06,2.02,-0.16,6947.59,-0.5,-1.15,1.7,0.21,0.81,16.75,0.0,-0.78,6.86
CWP,2000.0,2.0,0.22,0.44,-0.98,0.39,47.93,0.86,0.45,49.66,0.69,0.85,7182.4,-0.32,-0.81,3.08,0.28,0.02,9.9,0.14,0.1,10.46
MID,2000.0,2.0,0.09,1.05,-0.02,1.55,27.8,0.14,0.52,27.13,,,,-0.16,-1.34,0.46,0.06,1.8,23.7,0.14,0.06,10.31
NEA,2000.0,2.0,0.28,0.23,-0.91,-0.44,14.53,-0.05,0.1,40.09,1.61,0.32,6995.0,-0.63,-1.06,3.25,0.47,0.52,14.58,-0.07,-0.17,9.19
NEF,2000.0,2.0,0.18,0.57,-0.05,2.25,21.31,0.29,-0.41,21.11,-0.02,-1.7,6647.0,-0.51,-1.27,1.84,0.32,1.2,19.67,0.03,0.81,12.72
NPL,2000.0,2.0,-0.27,-0.05,-0.5,0.04,31.32,0.19,-0.63,9.14,-1.57,-1.8,6910.0,-0.21,-1.01,2.18,0.1,0.82,16.29,-0.03,0.3,11.65
NWP,2000.0,2.0,0.11,-0.76,-0.69,-2.27,18.4,0.33,-2.09,24.06,0.25,0.48,7113.22,-0.4,-0.8,3.01,0.32,-0.33,7.93,0.03,-1.17,5.73
SEA,2000.0,2.0,0.46,0.33,-0.1,2.03,26.36,0.14,-1.1,38.83,1.68,0.44,6980.92,-0.28,-1.35,1.24,0.31,0.83,16.28,0.42,-1.55,5.11
SPL,2000.0,2.0,0.47,1.41,-0.16,1.94,46.09,0.39,0.56,23.3,1.81,1.68,7085.67,-0.18,-1.45,0.89,0.35,1.94,21.96,0.22,0.87,12.91
SWP,2000.0,2.0,0.35,0.7,-0.14,0.26,71.36,0.44,0.74,40.63,0.93,0.31,7055.5,-0.32,-1.25,2.47,0.6,1.08,16.56,-0.04,0.56,12.36
CAN,2000.0,2.0,0.16,0.06,-0.81,-0.25,23.76,0.41,-1.42,18.57,-0.02,-0.76,6947.44,-0.57,-1.24,2.13,0.42,0.91,15.32,0.37,0.66,12.22
USA,2000.0,2.0,0.51,0.85,-0.2,1.4,43.48,0.52,0.32,31.28,1.54,0.0,6998.47,-0.49,-1.83,1.35,0.54,1.7,18.0,0.19,-0.14,9.8
USC,2000.0,2.0,0.48,0.73,-0.32,1.23,38.52,0.59,-0.16,27.13,1.06,-0.23,6987.73,-0.57,-1.62,1.71,0.6,1.46,16.77,0.35,0.46,11.0
ALA,2000.0,3.0,-0.07,0.2,1.03,0.72,38.15,-0.03,0.13,19.74,-1.91,-1.23,6974.44,-0.45,-0.65,3.87,0.31,-0.05,9.49,-0.25,1.0,14.09
CAR,2000.0,3.0,0.45,0.49,,,,-0.19,-1.56,3.74,,,,-0.64,-1.22,1.67,0.63,1.73,22.02,0.72,0.57,12.11
CEA,2000.0,3.0,0.47,0.8,-0.05,0.38,17.46,0.09,0.09,41.61,2.04,1.56,7070.57,-0.51,-1.79,1.89,0.23,1.53,20.31,0.01,-0.55,7.89
CWP,2000.0,3.0,0.2,-0.27,-0.98,0.42,48.13,0.83,0.18,37.52,0.65,-0.9,6986.4,-0.33,-0.98,3.24,0.27,-0.55,6.08,0.09,-1.74,3.01
MID,2000.0,3.0,0.1,0.5,0.01,1.27,27.06,0.13,-0.83,26.42,,,,-0.18,-1.28,1.23,0.06,1.69,21.61,0.12,-0.93,6.74
NEA,2000.0,3.0,0.29,0.23,-0.9,-0.57,14.32,-0.05,-0.48,36.41,1.66,1.05,7025.0,-0.64,-1.19,3.29,0.49,1.64,20.01,-0.08,-1.45,3.67
NEF,2000.0,3.0,0.19,0.82,0.0,1.87,20.68,0.28,-0.75,24.49,-0.04,0.0,6993.0,-0.53,-1.64,1.64,0.34,2.25,24.9,0.05,-0.06,9.81
NPL,2000.0,3.0,-0.26,0.31,-0.5,0.08,31.48,0.16,-0.05,12.53,-1.55,-1.59,6850.0,-0.23,-0.98,1.83,0.12,1.63,22.17,-0.02,0.84,13.56
NWP,2000.0,3.0,0.1,-0.16,-0.72,-2.11,18.76,0.34,0.63,38.27,0.22,-0.6,6976.56,-0.43,-1.17,1.68,0.31,0.01,10.1,0.03,-0.08,9.73
SEA,2000.0,3.0,0.46,0.58,-0.02,2.29,26.9,0.14,-0.32,58.99,1.67,1.28,7077.58,-0.29,-1.4,1.98,0.32,0.72,13.87,0.38,-1.87,4.5
SPL,2000.0,3.0,0.47,1.04,-0.1,1.93,46.07,0.39,0.86,31.41,1.81,2.11,7179.67,-0.21,-1.15,2.2,0.35,1.02,15.53,0.19,-0.82,7.72
SWP,2000.0,3.0,0.34,0.12,-0.13,0.32,71.88,0.41,0.71,35.63,0.88,-0.07,6993.25,-0.33,-0.95,4.49,0.58,-0.19,8.38,-0.06,-1.0,5.03
CAN,2000.0,3.0,0.16,0.47,-0.8,-0.28,23.71,0.39,-0.23,24.17,-0.04,-0.43,6976.81,-0.6,-1.46,1.78,0.44,1.95,20.65,0.38,0.34,10.87
USA,2000.0,3.0,0.51,0.67,-0.16,1.45,43.61,0.5,0.42,35.28,1.53,0.97,7045.8,-0.52,-1.58,2.79,0.54,0.89,13.44,0.16,-1.3,7.2
USC,2000.0,3.0,0.48,0.82,-0.28,1.27,38.61,0.57,0.33,31.87,1.05,0.53,7031.28,-0.61,-1.65,2.32,0.6,1.73,16.83,0.34,-0.59,9.02
ALA,2000.0,4.0,-0.08,-0.34,1.05,0.84,38.67,-0.03,-0.26,18.2,-1.92,-2.38,6843.89,-0.45,-0.82,2.35,0.25,-0.23,7.92,-0.27,-0.84,6.35
CAR,2000.0,4.0,0.44,0.03,,,,-0.2,-0.7,4.67,,,,-0.63,-0.43,7.69,0.61,0.15,11.16,0.71,0.23,10.67
CEA,2000.0,4.0,0.49,0.66,-0.04,0.29,17.29,0.14,1.38,58.96,2.06,1.05,7092.22,-0.52,-0.57,7.4,0.24,-0.17,8.98,0.04,0.81,13.98
CWP,2000.0,4.0,0.2,0.11,-0.97,0.44,48.32,0.82,-0.15,28.07,0.64,-0.19,6954.0,-0.34,-1.12,2.46,0.29,0.8,15.75,0.09,-1.34,4.15
MID,2000.0,4.0,0.11,0.08,0.04,0.99,26.32,0.11,-0.68,37.59,,,,-0.2,-0.55,6.96,0.07,-0.93,4.27,0.14,0.5,12.29
NEA,2000.0,4.0,0.31,0.49,-0.9,-0.7,14.1,-0.02,0.82,49.24,1.67,1.39,7035.0,-0.64,-0.59,6.5,0.51,0.53,13.71,-0.06,0.33,11.25
NEF,2000.0,4.0,0.22,0.34,0.05,1.48,20.04,0.3,1.15,36.97,-0.01,-0.43,7243.0,-0.54,-0.46,7.92,0.36,-0.43,7.57,0.05,-0.2,9.28
NPL,2000.0,4.0,-0.26,-0.46,-0.49,0.12,31.64,0.15,-0.77,12.48,-1.56,-1.87,6770.0,-0.24,-0.08,9.69,0.13,-0.02,10.03,-0.02,-0.28,8.95
NWP,2000.0,4.0,0.1,-0.33,-0.74,-1.96,19.11,0.35,0.06,31.99,0.21,-0.35,6936.56,-0.42,-0.49,6.38,0.3,0.04,10.27,0.05,-0.24,9.13
SEA,2000.0,4.0,0.47,0.67,0.05,2.56,27.44,0.14,0.37,66.87,1.66,1.47,7084.92,-0.28,0.09,10.28,0.29,-1.31,3.35,0.41,1.02,14.59
SPL,2000.0,4.0,0.49,0.42,-0.05,1.92,46.05,0.37,-0.79,27.98,1.79,1.46,7170.67,-0.24,-0.62,6.81,0.36,-0.49,7.8,0.2,-0.2,9.22
SWP,2000.0,4.0,0.35,0.51,-0.13,0.39,72.4,0.4,0.54,23.02,0.88,0.04,6967.63,-0.36,-1.2,2.27,0.61,1.25,18.1,-0.06,-0.38,7.67
CAN,2000.0,4.0,0.17,-0.06,-0.78,-0.31,23.67,0.42,0.4,27.04,-0.03,-0.68,7028.06,-0.6,-0.47,7.78,0.45,-0.11,9.55,0.38,-0.14,9.74
USA,2000.0,4.0,0.53,0.52,-0.12,1.49,43.74,0.49,-0.03,35.03,1.54,0.68,7029.18,-0.54,-1.17,5.48,0.54,-0.1,9.4,0.17,-0.12,9.67
USC,2000.0,4.0,0.49,0.37,-0.25,1.31,38.7,0.57,0.07,32.68,1.06,0.23,7028.94,-0.62,-0.93,6.44,0.61,-0.12,9.46,0.35,-0.18,9.7
ALA,2000.0,5.0,-0.1,-0.9,1.07,0.96,39.19,-0.07,-0.1,19.8,-1.92,-3.01,6832.22,-0.42,0.55,13.99,0.2,-1.02,2.34,-0.3,-1.68,4.17
CAR,2000.0,5.0,0.41,-0.79,,,,-0.17,-0.21,14.06,,,,-0.6,0.22,11.18,0.53,-1.58,3.12,0.67,-1.16,6.37
CEA,2000.0,5.0,0.5,0.73,-0.04,0.2,17.12,0.17,0.95,60.44,2.07,2.54,7136.63,-0.52,-0.49,7.18,0.28,1.07,15.52,0.02,-0.87,6.23
CWP,2000.0,5.0,0.2,0.57,-0.96,0.47,48.52,0.8,0.46,29.87,0.66,1.43,6995.0,-0.33,-0.91,6.34,0.3,0.09,10.37,0.1,0.07,10.29
MID,2000.0,5.0,0.12,0.65,0.05,0.7,25.58,0.09,0.14,52.62,,,,-0.2,-0.64,6.18,0.1,0.68,15.06,0.16,1.08,14.92
NEA,2000.0,5.0,0.32,0.12,-0.89,-0.83,13.89,-0.01,0.03,45.12,1.69,2.16,7025.0,-0.64,-0.37,7.84,0.51,-0.72,6.11,-0.03,-0.31,8.99
NEF,2000.0,5.0,0.24,0.79,0.08,1.1,19.4,0.33,1.27,47.91,0.0,-0.15,7249.0,-0.54,-0.82,5.67,0.38,0.43,12.77,0.09,1.26,13.57
NPL,2000.0,5.0,-0.24,-0.19,-0.47,0.17,31.8,0.17,-0.07,26.03,-1.55,-1.07,6960.0,-0.23,0.0,10.07,0.12,-0.77,5.41,0.04,0.62,11.66
NWP,2000.0,5.0,0.09,-0.27,-0.77,-1.81,19.47,0.42,1.33,37.05,0.23,0.47,6993.22,-0.39,0.25,10.56,0.22,-1.33,3.67,0.06,-0.02,9.97
SEA,2000.0,5.0,0.49,1.25,0.13,2.82,27.98,0.13,-1.56,42.94,1.65,1.32,7113.31,-0.29,-1.24,3.28,0.31,1.77,19.0,0.42,1.88,18.85
SPL,2000.0,5.0,0.51,1.52,0.01,1.92,46.03,0.33,-0.47,44.49,1.79,1.84,7241.33,-0.27,-1.34,4.45,0.42,2.31,18.76,0.25,2.19,17.71
SWP,2000.0,5.0,0.36,1.0,-0.12,0.46,72.93,0.34,-0.7,13.4,0.87,0.63,6996.13,-0.39,-1.21,4.44,0.7,3.68,27.9,-0.05,0.75,13.75
CAN,2000.0,5.0,0.18,0.04,-0.77,-0.34,23.63,0.46,1.13,36.69,0.0,-0.06,7073.06,-0.58,-0.38,8.61,0.42,-0.76,7.23,0.4,-0.12,9.8
USA,2000.0,5.0,0.54,1.27,-0.08,1.54,43.87,0.44,-0.93,36.37,1.54,1.66,7060.61,-0.55,-1.2,6.22,0.58,2.51,16.91,0.19,1.63,13.42
USC,2000.0,5.0,0.5,0.83,-0.21,1.35,38.78,0.53,-0.47,36.46,1.08,0.89,7063.23,-0.62,-0.93,7.22,0.62,1.1,12.86,0.37,1.19,11.62
ALA,2000.0,6.0,-0.1,-0.41,1.09,1.08,39.72,-0.09,-1.13,18.72,-1.93,-3.41,6820.56,-0.43,-1.28,3.74,0.2,0.52,12.58,-0.3,-0.76,6.87
CAR,2000.0,6.0,0.39,0.02,,,,-0.19,-1.14,7.41,,,,-0.59,-0.79,7.02,0.49,0.43,12.56,0.66,-0.01,10.0
CEA,2000.0,6.0,0.51,0.68,-0.04,0.11,16.96,0.18,0.11,52.36,2.09,1.45,7109.19,-0.5,-0.31,8.39,0.27,0.32,11.0,0.06,1.77,17.81
CWP,2000.0,6.0,0.21,0.54,-0.94,0.5,48.71,0.77,0.16,25.81,0.66,0.24,6951.6,-0.36,-0.77,6.23,0.3,-0.14,8.81,0.13,1.7,18.95
MID,2000.0,6.0,0.14,0.74,0.06,0.42,24.84,0.14,2.06,77.45,,,,-0.19,0.79,13.82,0.08,-0.37,7.4,0.23,2.38,20.35
NEA,2000.0,6.0,0.31,-0.08,-0.89,-0.96,13.67,-0.03,-1.13,31.16,1.7,1.51,7025.0,-0.62,-0.2,9.14,0.5,-0.19,9.12,-0.02,0.11,10.47
NEF,2000.0,6.0,0.24,0.18,0.11,0.72,18.77,0.37,1.39,54.11,0.01,-0.7,6865.0,-0.51,0.32,11.13,0.32,-1.07,5.05,0.13,1.06,13.08
NPL,2000.0,6.0,-0.25,-0.55,-0.46,0.21,31.95,0.17,0.17,38.47,-1.54,-1.8,6990.0,-0.21,0.94,14.96,0.08,-0.98,3.25,0.06,0.02,10.09
NWP,2000.0,6.0,0.09,-0.15,-0.79,-1.66,19.83,0.42,0.38,36.91,0.25,-0.71,7016.56,-0.38,-0.54,7.7,0.2,0.08,10.61,0.08,0.46,11.65
SEA,2000.0,6.0,0.5,0.87,0.2,3.09,28.51,0.1,-0.09,64.28,1.65,1.04,7109.31,-0.3,-0.01,9.67,0.33,0.71,13.06,0.42,0.44,12.15
SPL,2000.0,6.0,0.52,0.68,0.06,1.91,46.01,0.31,0.31,53.42,1.79,1.63,7196.0,-0.28,0.87,13.72,0.41,-0.45,7.09,0.27,1.53,16.07
SWP,2000.0,6.0,0.37,0.82,-0.12,0.52,73.45,0.32,0.61,17.36,0.89,1.76,7072.38,-0.44,-0.97,5.17,0.73,1.17,16.92,-0.06,-0.09,9.47
CAN,2000.0,6.0,0.17,-0.23,-0.76,-0.37,23.58,0.49,0.79,42.08,0.01,-0.99,6968.06,-0.55,0.47,11.02,0.35,-0.96,6.64,0.41,0.64,11.3
USA,2000.0,6.0,0.55,0.86,-0.05,1.59,44.0,0.43,0.88,45.53,1.55,0.74,7052.22,-0.57,-0.16,9.19,0.59,0.42,11.04,0.22,1.34,13.58
USC,2000.0,6.0,0.51,0.6,-0.17,1.39,38.87,0.53,1.02,44.62,1.09,-0.02,7034.5,-0.62,0.09,9.9,0.6,-0.14,9.34,0.41,1.47,12.45
ALA,2000.0,7.0,-0.1,-0.54,1.11,1.2,40.24,-0.08,0.31,35.26,-1.95,-2.67,6840.22,-0.39,1.09,13.58,0.19,-1.27,4.19,-0.29,0.27,10.81
CAR,2000.0,7.0,0.4,0.53,,,,-0.18,-0.2,26.01,,,,-0.6,-1.03,6.4,0.5,0.56,12.8,0.66,0.75,11.87
CEA,2000.0,7.0,0.5,0.05,-0.06,0.02,16.79,0.18,0.19,52.87,2.13,3.72,7156.83,-0.44,1.59,15.09,0.22,-1.54,1.61,0.08,-0.47,8.46
CWP,2000.0,7.0,0.21,0.08,-0.93,0.52,48.91,0.74,-0.8,7.9,0.64,0.09,6934.2,-0.37,-0.91,5.13,0.3,-0.09,9.16,0.1,-0.14,9.49
MID,2000.0,7.0,0.13,-0.49,0.07,0.13,24.1,0.13,0.05,54.5,,,,-0.16,1.32,15.93,0.06,-1.01,3.08,0.22,-0.3,8.86
NEA,2000.0,7.0,0.31,0.0,-0.89,-1.08,13.46,-0.03,-0.54,43.28,1.71,2.33,7055.0,-0.61,-0.41,8.14,0.48,-0.61,6.67,-0.02,-0.52,7.88
NEF,2000.0,7.0,0.23,-0.35,0.13,0.33,18.13,0.35,-0.22,44.1,0.04,0.39,6909.0,-0.48,0.83,12.94,0.29,-1.14,4.14,0.1,-0.63,8.18
NPL,2000.0,7.0,-0.24,-0.13,-0.44,0.25,32.11,0.19,0.64,43.71,-1.54,-1.6,6990.0,-0.21,-0.23,8.89,0.1,0.25,11.37,0.06,-0.52,8.28
NWP,2000.0,7.0,0.08,0.07,-0.81,-1.5,20.18,0.43,1.11,44.1,0.26,-0.07,7012.11,-0.38,-1.12,6.16,0.18,-0.57,7.29,0.06,0.31,11.06
SEA,2000.0,7.0,0.51,1.03,0.28,3.35,29.05,0.09,-0.92,59.76,1.66,2.84,7160.58,-0.27,0.42,11.26,0.33,0.37,11.42,0.42,0.98,13.8
SPL,2000.0,7.0,0.53,0.66,0.11,1.9,45.99,0.3,-0.5,33.35,1.8,1.58,7112.0,-0.3,-0.74,6.51,0.43,0.66,12.48,0.25,-0.41,8.38
SWP,2000.0,7.0,0.37,0.45,-0.11,0.59,73.97,0.31,-1.09,15.93,0.88,0.59,7077.88,-0.48,-0.77,6.39,0.74,0.92,12.54,-0.06,0.95,14.02
CAN,2000.0,7.0,0.18,-0.02,-0.75,-0.39,23.54,0.5,0.72,43.91,0.03,0.12,6981.19,-0.54,-0.17,9.38,0.34,-0.66,7.57,0.4,-0.09,9.87
USA,2000.0,7.0,0.55,0.52,-0.01,1.64,44.13,0.41,-0.87,36.05,1.56,2.2,7078.83,-0.56,0.15,9.83,0.59,-0.12,9.0,0.21,0.45,10.88
USC,2000.0,7.0,0.51,0.36,-0.14,1.43,38.96,0.52,-0.5,37.97,1.11,1.4,7058.27,-0.61,0.02,9.66,0.59,-0.43,8.47,0.39,0.25,10.38
ALA,2000.0,8.0,-0.1,-0.26,1.14,1.32,40.76,-0.07,0.01,41.51,-1.96,-2.77,6821.56,-0.37,0.99,16.5,0.18,-0.93,3.37,-0.23,1.77,17.43
CAR,2000.0,8.0,0.42,0.77,,,,-0.12,2.97,67.2,,,,-0.57,1.0,14.78,0.52,-0.42,8.13,0.69,1.54,14.23
CEA,2000.0,8.0,0.49,0.34,-0.07,-0.08,16.62,0.2,0.11,53.54,2.11,2.18,7142.36,-0.42,-0.17,9.02,0.17,-1.01,3.6,0.1,0.68,12.86
CWP,2000.0,8.0,0.21,-0.13,-0.9,0.55,49.1,0.73,-0.96,5.7,0.62,-0.95,6909.2,-0.4,-0.61,6.16,0.31,-0.11,8.98,0.09,0.08,10.33
MID,2000.0,8.0,0.12,0.2,0.07,-0.15,23.36,0.1,-0.47,48.32,,,,-0.15,-1.13,4.45,0.02,-0.05,9.37,0.25,0.55,12.28
NEA,2000.0,8.0,0.31,0.2,-0.88,-1.21,13.25,-0.02,-0.7,39.64,1.71,1.67,7035.0,-0.63,-1.48,2.68,0.48,1.24,16.8,-0.05,-1.3,4.63
NEF,2000.0,8.0,0.23,0.41,0.14,-0.05,17.5,0.37,1.81,54.55,0.06,0.17,6819.0,-0.47,-0.87,5.43,0.25,-0.58,6.85,0.08,0.26,10.85
NPL,2000.0,8.0,-0.24,-0.23,-0.43,0.3,32.27,0.15,-0.16,30.56,-1.56,-1.7,7000.0,-0.22,-0.44,7.31,0.1,-0.44,7.08,0.05,0.19,10.7
NWP,2000.0,8.0,0.08,-0.24,-0.84,-1.35,20.54,0.43,0.97,44.5,0.25,-0.94,6951.0,-0.38,0.64,12.88,0.19,-0.77,5.44,0.08,1.28,14.72
SEA,2000.0,8.0,0.5,1.45,0.36,3.62,29.59,0.05,-0.83,55.3,1.61,2.46,7176.52,-0.26,-0.77,6.12,0.3,1.04,15.99,0.4,1.65,15.88
SPL,2000.0,8.0,0.52,0.84,0.16,1.9,45.96,0.23,-2.73,16.05,1.75,1.69,7138.67,-0.31,-1.8,2.87,0.45,2.29,19.15,0.25,0.1,10.51
SWP,2000.0,8.0,0.36,0.59,-0.11,0.66,74.49,0.32,-0.35,20.97,0.85,0.06,7086.63,-0.47,-1.14,4.79,0.73,2.16,17.33,-0.07,-0.11,9.42
CAN,2000.0,8.0,0.17,0.15,-0.74,-0.42,23.5,0.47,0.88,41.81,0.04,-0.52,6918.06,-0.54,-0.56,7.93,0.33,-0.68,7.35,0.4,1.11,12.18
USA,2000.0,8.0,0.53,0.59,0.02,1.69,44.26,0.33,-2.73,30.93,1.51,1.01,7074.6,-0.55,-1.36,6.5,0.56,1.24,13.1,0.21,1.0,12.64
USC,2000.0,8.0,0.5,0.43,-0.11,1.46,39.04,0.44,-2.28,33.69,1.07,0.5,7041.64,-0.6,-1.11,7.05,0.56,0.44,10.9,0.4,1.32,12.41
ALA,2000.0,9.0,-0.12,-0.33,1.16,1.44,41.29,-0.07,0.78,46.96,-1.98,-2.37,6882.89,-0.34,0.44,12.75,0.1,-0.84,4.43,-0.25,-0.53,8.58
CAR,2000.0,9.0,0.41,0.33,,,,-0.1,-0.4,18.79,,,,-0.57,-0.38,7.85,0.46,-0.58,7.61,0.73,1.9,16.72
CEA,2000.0,9.0,0.49,0.41,-0.1,-0.17,16.46,0.21,-0.23,47.86,2.12,2.67,7149.52,-0.42,0.57,12.37,0.18,-0.35,7.48,0.12,1.1,14.77
CWP,2000.0,9.0,0.21,0.14,-0.88,0.58,49.3,0.74,0.42,26.91,0.6,-0.72,6937.0,-0.37,0.79,14.8,0.31,0.5,13.03,0.12,0.86,13.72
MID,2000.0,9.0,0.14,0.46,0.06,-0.44,22.63,0.11,-0.36,48.1,,,,-0.17,0.0,9.79,0.05,0.51,12.51,0.31,2.57,20.95
NEA,2000.0,9.0,0.31,0.05,-0.88,-1.34,13.03,-0.03,-0.9,36.36,1.7,1.35,7045.0,-0.63,-0.38,8.14,0.5,0.67,13.96,-0.08,0.14,10.59
NEF,2000.0,9.0,0.25,0.18,0.14,-0.43,16.86,0.4,0.05,47.04,0.08,-0.7,6681.0,-0.48,0.49,11.71,0.26,-0.19,9.2,0.13,2.84,18.28
NPL,2000.0,9.0,-0.23,0.14,-0.41,0.34,32.43,0.19,1.0,35.71,-1.56,-1.23,7100.0,-0.22,-0.01,10.1,0.08,-0.32,8.28,0.08,1.05,13.95
NWP,2000.0,9.0,0.08,-0.18,-0.86,-1.2,20.9,0.47,0.31,49.81,0.24,-0.91,6951.0,-0.36,0.4,12.27,0.13,-0.36,8.2,0.12,1.49,14.59
SEA,2000.0,9.0,0.51,1.45,0.44,3.89,30.13,0.07,0.48,71.72,1.59,2.94,7252.69,-0.25,0.3,11.38,0.32,0.53,12.25,0.42,1.18,16.34
SPL,2000.0,9.0,0.54,0.81,0.22,1.89,45.94,0.2,-1.8,24.79,1.72,0.84,7233.67,-0.32,-0.03,10.04,0.49,3.09,21.09,0.28,0.83,13.6
SWP,2000.0,9.0,0.37,0.43,-0.1,0.72,75.01,0.31,-0.47,18.18,0.84,0.07,7109.29,-0.46,-0.04,9.57,0.75,2.19,20.57,-0.06,0.04,10.23
CAN,2000.0,9.0,0.19,0.19,-0.73,-0.45,23.46,0.52,0.64,42.8,0.05,-1.07,6881.81,-0.53,0.16,10.67,0.3,-0.35,8.95,0.45,2.51,15.82
USA,2000.0,9.0,0.54,0.81,0.06,1.73,44.39,0.33,-1.01,37.32,1.48,1.07,7113.01,-0.54,0.32,10.97,0.57,2.03,14.82,0.25,1.39,13.6
USC,2000.0,9.0,0.51,0.72,-0.07,1.5,39.13,0.45,-0.69,38.81,1.06,0.18,7064.34,-0.59,0.27,10.84,0.55,1.15,12.36,0.45,2.48,14.7
ALA,2000.0,10.0,-0.12,-0.52,1.19,1.57,41.81,-0.06,-0.59,30.14,-2.0,-2.06,6994.22,-0.33,-0.25,7.75,0.08,-0.81,3.64,-0.26,-1.48,5.46
CAR,2000.0,10.0,0.42,-0.07,,,,-0.08,0.06,17.49,,,,-0.55,-0.27,8.53,0.47,-1.01,5.45,0.74,0.39,11.23
CEA,2000.0,10.0,0.46,-0.22,-0.13,-0.26,16.29,0.15,-1.39,31.08,2.11,0.73,7094.8,-0.4,-0.21,8.67,0.17,0.01,10.15,0.06,-0.6,7.49
CWP,2000.0,10.0,0.22,0.14,-0.85,0.6,49.49,0.75,0.75,41.26,0.61,-0.05,6988.6,-0.37,-0.43,6.94,0.31,-0.61,6.71,0.12,-0.26,8.67
MID,2000.0,10.0,0.12,-0.25,0.04,-0.72,21.89,0.09,-0.9,29.44,,,,-0.15,0.28,11.73,0.07,0.86,16.95,0.27,-0.2,9.01
NEA,2000.0,10.0,0.3,0.12,-0.88,-1.47,12.82,-0.03,-0.29,42.92,1.7,1.69,7065.0,-0.62,-0.42,7.49,0.47,-0.36,8.14,-0.08,0.7,12.53
NEF,2000.0,10.0,0.22,-0.55,0.13,-0.82,16.22,0.33,-1.44,27.78,0.07,-1.35,6657.0,-0.46,-0.27,8.35,0.26,0.32,12.48,0.07,-0.29,9.28
NPL,2000.0,10.0,-0.23,-0.3,-0.38,0.39,32.59,0.17,-0.72,12.83,-1.57,-2.09,7010.0,-0.21,0.28,11.8,0.1,0.09,10.73,0.12,0.83,13.24
NWP,2000.0,10.0,0.08,-0.41,-0.88,-1.05,21.25,0.48,-0.16,51.77,0.24,-0.5,6997.67,-0.35,-0.15,8.88,0.13,-0.84,5.51,0.14,-0.05,9.83
SEA,2000.0,10.0,0.5,0.52,0.52,4.15,30.67,-0.01,-2.38,19.82,1.57,1.44,7214.08,-0.22,0.46,12.61,0.33,0.39,12.3,0.38,-0.02,9.95
SPL,2000.0,10.0,0.55,1.03,0.27,1.88,45.92,0.22,0.77,45.78,1.69,1.85,7312.67,-0.3,0.53,12.88,0.53,1.17,15.65,0.26,1.05,13.66
SWP,2000.0,10.0,0.38,0.41,-0.1,0.79,75.54,0.37,2.1,42.16,0.83,-0.12,7073.13,-0.45,0.16,10.8,0.74,-0.15,9.18,-0.05,0.01,10.1
